q_x_id,qset_x_id,q_id,item,logical_item,l1_skill,l2_5_skill,q_type,grade,slip,guess,discrimination,source,method,grade_specific,provisional,invariance_decision,slip_donor,guess_donor,mcq_floor_applied,n_learners,mastery_prevalence,lr_stat,p_holm
q_add_00076_z,,25065f5a-04d7-4c68-a9ca-2238b86e3395,Addition|1D+1D sum upto 9|Fib||3|4,q_add_00076_z,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00076_z,,25065f5a-04d7-4c68-a9ca-2238b86e3395,Addition|1D+1D sum upto 9|Fib||3|4,q_add_00076_z,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00076_z,,25065f5a-04d7-4c68-a9ca-2238b86e3395,Addition|1D+1D sum upto 9|Fib||3|4,q_add_00076_z,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_b,,08f5cf52-0a34-4a3a-85cf-4e622763d990,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_b,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_b,,08f5cf52-0a34-4a3a-85cf-4e622763d990,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_b,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_b,,08f5cf52-0a34-4a3a-85cf-4e622763d990,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_b,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_b,,08f5cf52-0a34-4a3a-85cf-4e622763d990,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_b,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_b,,08f5cf52-0a34-4a3a-85cf-4e622763d990,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_b,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_b,,08f5cf52-0a34-4a3a-85cf-4e622763d990,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_b,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_b,,08f5cf52-0a34-4a3a-85cf-4e622763d990,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_b,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_z,,83951b2f-dec2-4bc3-af15-a768fa49399f,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_z,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_z,,83951b2f-dec2-4bc3-af15-a768fa49399f,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_z,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_z,,83951b2f-dec2-4bc3-af15-a768fa49399f,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_z,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_z,,83951b2f-dec2-4bc3-af15-a768fa49399f,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_z,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_z,,83951b2f-dec2-4bc3-af15-a768fa49399f,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_z,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_z,,83951b2f-dec2-4bc3-af15-a768fa49399f,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_z,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00077_z,,83951b2f-dec2-4bc3-af15-a768fa49399f,Addition|1D+1D sum upto 9|Fib||0|8,q_add_00077_z,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_b,,65416aed-cb2c-4d92-b49c-c94b103d7a46,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_b,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_b,,65416aed-cb2c-4d92-b49c-c94b103d7a46,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_b,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_b,,65416aed-cb2c-4d92-b49c-c94b103d7a46,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_b,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_b,,65416aed-cb2c-4d92-b49c-c94b103d7a46,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_b,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_b,,65416aed-cb2c-4d92-b49c-c94b103d7a46,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_b,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_b,,65416aed-cb2c-4d92-b49c-c94b103d7a46,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_b,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_b,,65416aed-cb2c-4d92-b49c-c94b103d7a46,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_b,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_z,,fe5c0f51-3223-45fa-b9a6-f320c8b1e343,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_z,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_z,,fe5c0f51-3223-45fa-b9a6-f320c8b1e343,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_z,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_z,,fe5c0f51-3223-45fa-b9a6-f320c8b1e343,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_z,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_z,,fe5c0f51-3223-45fa-b9a6-f320c8b1e343,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_z,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_z,,fe5c0f51-3223-45fa-b9a6-f320c8b1e343,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_z,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_z,,fe5c0f51-3223-45fa-b9a6-f320c8b1e343,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_z,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00078_z,,fe5c0f51-3223-45fa-b9a6-f320c8b1e343,Addition|1D+1D sum upto 9|Fib||5|2,q_add_00078_z,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_b,,712c9cf9-371c-4270-b595-ff0d72831cff,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_b,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_b,,712c9cf9-371c-4270-b595-ff0d72831cff,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_b,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_b,,712c9cf9-371c-4270-b595-ff0d72831cff,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_b,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_b,,712c9cf9-371c-4270-b595-ff0d72831cff,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_b,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_b,,712c9cf9-371c-4270-b595-ff0d72831cff,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_b,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_b,,712c9cf9-371c-4270-b595-ff0d72831cff,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_b,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_b,,712c9cf9-371c-4270-b595-ff0d72831cff,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_b,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_z,,4e9d5bb6-5035-4c1e-81c4-699102d51495,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_z,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_z,,4e9d5bb6-5035-4c1e-81c4-699102d51495,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_z,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_z,,4e9d5bb6-5035-4c1e-81c4-699102d51495,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_z,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_z,,4e9d5bb6-5035-4c1e-81c4-699102d51495,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_z,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_z,,4e9d5bb6-5035-4c1e-81c4-699102d51495,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_z,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_z,,4e9d5bb6-5035-4c1e-81c4-699102d51495,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_z,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00079_z,,4e9d5bb6-5035-4c1e-81c4-699102d51495,Addition|1D+1D sum upto 9|Fib||7|0,q_add_00079_z,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_b,,d88d7d16-760e-4ed0-9fe9-908e6f10d777,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_b,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_b,,d88d7d16-760e-4ed0-9fe9-908e6f10d777,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_b,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_b,,d88d7d16-760e-4ed0-9fe9-908e6f10d777,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_b,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_b,,d88d7d16-760e-4ed0-9fe9-908e6f10d777,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_b,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_b,,d88d7d16-760e-4ed0-9fe9-908e6f10d777,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_b,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_b,,d88d7d16-760e-4ed0-9fe9-908e6f10d777,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_b,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_b,,d88d7d16-760e-4ed0-9fe9-908e6f10d777,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_b,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_z,,c8ebd4c8-3fc6-4247-86b4-c16b8be7736d,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_z,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_z,,c8ebd4c8-3fc6-4247-86b4-c16b8be7736d,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_z,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_z,,c8ebd4c8-3fc6-4247-86b4-c16b8be7736d,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_z,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_z,,c8ebd4c8-3fc6-4247-86b4-c16b8be7736d,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_z,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_z,,c8ebd4c8-3fc6-4247-86b4-c16b8be7736d,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_z,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_z,,c8ebd4c8-3fc6-4247-86b4-c16b8be7736d,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_z,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00080_z,,c8ebd4c8-3fc6-4247-86b4-c16b8be7736d,Addition|1D+1D sum upto 9|Fib||2|5,q_add_00080_z,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_b,,745c5045-4066-401f-8912-2fab79be991c,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_b,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_b,,745c5045-4066-401f-8912-2fab79be991c,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_b,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_b,,745c5045-4066-401f-8912-2fab79be991c,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_b,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_b,,745c5045-4066-401f-8912-2fab79be991c,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_b,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_b,,745c5045-4066-401f-8912-2fab79be991c,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_b,Addition,1D+1D sum upto 9,Fib,7,0.0325,0.0948,0.8727,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_b,,745c5045-4066-401f-8912-2fab79be991c,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_b,Addition,1D+1D sum upto 9,Fib,8,0.0246,0.081,0.8944,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_b,,745c5045-4066-401f-8912-2fab79be991c,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_b,Addition,1D+1D sum upto 9,Fib,all,0.0341,0.1172,0.8487,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_z,,b97f7cdb-2950-4dfd-a416-10005d9f121b,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_z,Addition,1D+1D sum upto 9,Fib,3,0.0563,0.2053,0.7384,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_z,,b97f7cdb-2950-4dfd-a416-10005d9f121b,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_z,Addition,1D+1D sum upto 9,Fib,4,0.0437,0.1843,0.772,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_z,,b97f7cdb-2950-4dfd-a416-10005d9f121b,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_z,Addition,1D+1D sum upto 9,Fib,5,0.0362,0.2115,0.7523,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
q_add_00081_z,,b97f7cdb-2950-4dfd-a416-10005d9f121b,Addition|1D+1D sum upto 9|Fib||6|3,q_add_00081_z,Addition,1D+1D sum upto 9,Fib,6,0.0319,0.0915,0.8766,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,1D+1D sum upto 20,1D+1D sum upto 20,False,,,,
