tenant,item,question_x_id,x_plus_0,x_plus_x,x_minus_0,zero_minus_x,x_minus_x,x_into_x,x_into_0,zero_end_n1,zero_mid_n1,zero_end_quotient_no_zero_n1,zero_mid_quotient_no_zero_n1
Delhi,Addition|4-digit Addition with carry|Fib||3581|4909,q_add_04235_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||4568|794,q_add_80039_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||546|8732,q_add_80041_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||546|8736,q_add_04231_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||5738|2727,q_dlg4_add_04232_b,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||5|3495,q_add_04225_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||62|8887,q_add_04227_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||6634|2576,q_add_04233_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||6941|390,q_add_04230_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||6954|324,q_add_80040_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||7658|22,q_add_01207_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||7713|17,q_add_04226_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||7713|47,q_add_80038_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||7|1394,q_add_01208_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||7|3495,q_dlg4_add_80042_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition with carry|Fib||998|88,q_add_04224_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||1000|7000,q_add_01030_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||1260|2,q_add_01026_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||1543|2043,q_add_01206_z,1,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||2075|220,q_add_01205_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||22|3577,q_add_01032_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||281|4416,q_add_80035_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||401|1503,q_add_04229_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||41|1653,q_add_80034_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||4226|521,q_add_01029_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||5013|814,q_add_04228_z,1,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||5091|905,q_add_01031_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||5227|3361,q_add_01028_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||5283|704,q_add_80033_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||5443|1004,q_add_01025_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||6000|3350,q_dlg4_add_04234_b,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||6|3053,q_add_01033_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|4-digit Addition without carry|Fib||8102|37,q_add_01027_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||13544|504,q_add_04241_z,1,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||13544|923,q_add_80049_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||13|78987,q_add_04240_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||16464|75897,q_dlg5_add_04247_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||356|51237,q_add_01477_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||3600|23500,q_add_01472_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||399|20222,q_add_01473_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||600|12600,q_add_01478_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||6275|20008,q_add_04242_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||6275|23218,q_dlg5_add_80050_b,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||67435|21326,q_add_01471_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||67567|13712,q_add_01474_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||68020|28281,q_add_04246_z,1,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||68324|27284,q_add_80048_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||69402|11901,q_add_04245_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||69472|11954,q_add_80047_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||7093|69711,q_add_04243_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||7193|69614,q_add_80051_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||79283|2333,q_add_04244_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||89654|620,q_add_01470_z,1,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||89999|1,q_add_04238_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||8|24563,q_dlg5_add_04237_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition with carry|Fib||8|41293,q_add_01475_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||1328|24561,q_add_80046_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||18631|1021,q_add_01279_z,1,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||30790|30107,q_add_01282_z,1,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||43562|4,q_add_04236_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||44514|13,q_add_01278_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||51404|2573,q_add_01281_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||52314|50,q_add_80044_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||52314|54,q_add_04239_z,0,1,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||525|53231,q_add_01280_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||56472|42326,q_dlg5_add_80043_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||6|85540,q_add_01277_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||76543|12356,q_add_01476_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Addition|5-digit Addition without carry|Fib||89078|621,q_add_80045_z,1,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||36|3|False,q_dlg3_div_00611_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||40|2|False,q_div_02235_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||48|4|False,q_div_80003_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||50|5|False,q_div_02236_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||60|5|False,q_div_00612_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||64|4|False,q_div_80007_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||70|5|False,q_div_02245_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||72|6|False,q_div_80006_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||75|3|False,q_div_00528_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||77|7|False,q_dlg3_div_80004_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||78|3|False,q_div_02242_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||80|2|False,q_div_02231_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||80|4|False,q_div_00468_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||84|7|False,q_div_02246_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||90|6|False,q_div_80005_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||90|9|False,q_div_02243_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||92|4|False,q_div_02244_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||96|3|False,q_div_02237_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D by 1D without remainder|Fib||96|8|False,q_dlg3_div_80008_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||289|7|True,q_div_02396_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||301|3|True,q_div_02394_z,0,0,0,0,0,0,0,0,1,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||313|6|True,q_div_02475_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||321|2|True,q_div_01285_z,0,0,0,0,0,0,0,0,0,1,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||329|2|True,q_div_80013_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||400|3|True,q_dlg4_div_01281_b,0,0,0,0,0,0,0,1,1,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||41|4|True,q_div_01276_z,0,0,0,0,0,0,0,0,0,1,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||438|5|True,q_div_02399_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||45|2|True,q_div_02472_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||567|5|True,q_div_02395_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||60|9|True,q_div_01277_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||700|6|True,q_div_02398_z,0,0,0,0,0,0,0,1,1,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||80|7|True,q_div_01278_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||849|2|True,q_div_02474_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||888|9|True,q_div_02476_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||89|7|True,q_div_80012_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||8|3|True,q_div_00948_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||915|4|True,q_div_02397_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||91|7|True,q_div_00571_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||95|9|True,q_div_02483_z,0,0,0,0,0,0,0,0,0,1,0
Delhi,Division|1D/2D/3D by 1D with remainder|Fib||98|3|True,q_div_02473_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||1000|13|True,q_div_01770_z,0,0,0,0,0,0,0,1,1,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||1149|14|True,q_div_80030_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||120|13|True,q_div_02639_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||161|15|True,q_div_01767_z,0,0,0,0,0,0,0,0,0,1,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||169|15|True,q_div_80029_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||182|13|True,q_dlg5_div_80025_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||200|10|True,q_div_01766_z,0,0,0,0,0,0,0,1,1,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||28644|14|True,q_div_01773_z,0,0,0,0,0,0,0,0,0,0,1
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||40|13|True,q_div_01765_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||46|13|True,q_dlg5_div_80028_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||47520|11|True,q_div_80026_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||52523|15|True,q_div_02640_z,0,0,0,0,0,0,0,0,0,0,1
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||5322|14|True,q_div_01769_z,0,0,0,0,0,0,0,0,0,1,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||53717|15|True,q_dlg5_div_01774_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||5482|10|True,q_div_01768_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||85656|12|True,q_div_80027_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||9156|13|True,q_div_02637_z,0,0,0,0,0,0,0,0,0,0,1
Delhi,Division|2D/3D/4D/5D by 2D with and without remainder|Fib||9999|11|True,q_div_02641_z,0,0,0,0,0,0,0,0,0,0,1
Delhi,Division|3D by 1D without remainder|Fib||102|3|True,q_div_01280_z,0,0,0,0,0,0,0,0,1,0,0
Delhi,Division|3D by 1D without remainder|Fib||111|3|True,q_div_80010_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|3D by 1D without remainder|Fib||204|2|True,q_div_01279_z,0,0,0,0,0,0,0,0,1,0,0
Delhi,Division|3D by 1D without remainder|Fib||400|5|True,q_div_01282_z,0,0,0,0,0,0,0,1,1,0,0
Delhi,Division|3D by 1D without remainder|Fib||450|5|True,q_div_80009_z,0,0,0,0,0,0,0,1,0,0,0
Delhi,Division|3D by 1D without remainder|Fib||592|4|True,q_div_01283_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|3D by 1D without remainder|Fib||648|4|True,q_dlg4_div_01284_b,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|3D by 1D without remainder|Fib||675|5|True,q_div_02478_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|3D by 1D without remainder|Fib||756|9|False,q_div_02347_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|3D by 1D without remainder|Fib||791|7|False,q_div_02348_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|3D by 1D without remainder|Fib||832|8|True,q_div_01286_z,0,0,0,0,0,0,0,0,0,0,1
Delhi,Division|3D by 1D without remainder|Fib||896|8|True,q_div_80011_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|3D by 1D without remainder|Fib||917|7|False,q_div_02346_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|4D by 1D with and without remainder|Fib||1131|8|True,q_div_02480_z,0,0,0,0,0,0,0,0,0,0,0
Delhi,Division|4D by 1D with and without remainder|Fib||1213|3|True,q_div_01289_z,0,0,0,0,0,0,0,0,0,0,1
Delhi,Division|4D by 1D with and without remainder|Fib||1789|7|True,q_dlg4_div_01288_b,0,0,0,0,0,0,0,0,0,0,0
